RESPONSÁVEL;CLIENTE;BANDEIRA;NOME PDV NOVO;NOME PDV ANTIGO;CNPJ;ENDEREÇO;CANAL;STORE TYPE;RESPONSÁVEL;ROTA;CIDADE;UF;CEP;REGIONAL
MANUELA BEZERRA;LIDER;LIDER;S00906 - LIDER - TRAVESSA DOMPEDRO I - 1083 - BELEM - PA;S00906 - LIDER - TRAVESSA DOMPEDRO I - 1083 - BELEM - PA;5,05467E+12;TRAVESSA DOMPEDRO I, 1083;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66050100;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S01120 - LIDER - TRAVESSA HUMAITA - 2084 - BELEM - PA;S01120 - LIDER - TRAVESSA HUMAITA - 2084 - BELEM - PA;5,05467E+12;TRAVESSA HUMAITA, 2084;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66093110;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S01988 - LIDER - CONJUNTO CIDADE NOVA VI WE 72 - 762 - ANANINDEUA - PA;S01988 - LIDER - CONJUNTO CIDADE NOVA VI WE 72 - 762 - ANANINDEUA - PA;5,05467E+12;CONJUNTO CIDADE NOVA VI WE 72, 762;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;ANANINDEUA;PA;67140570;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S02011 - LIDER - AVENIDA BARAO DO RIO BRANCO - 2321 - CASTANHAL - PA;S02011 - LIDER - AVENIDA BARAO DO RIO BRANCO - 2321 - CASTANHAL - PA;5,05467E+12;AVENIDA BARAO DO RIO BRANCO, 2321;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CASTANHAL;PA;68742400;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S02445 - LIDER - TRAVESSA QUINTINO BOCAIUVA - 1929 - BELEM - PA;S02445 - LIDER - TRAVESSA QUINTINO BOCAIUVA - 1929 - BELEM - PA;5,05467E+12;TRAVESSA QUINTINO BOCAIUVA, 1929;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66045315;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S02879 - LIDER - RODOVIA AUGUSTO MONTENEGRO - 3010 - BELEM - PA;S02879 - LIDER - RODOVIA AUGUSTO MONTENEGRO - 3010 - BELEM - PA;5,05467E+12;RODOVIA AUGUSTO MONTENEGRO, 3010;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66635915;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S03417 - LIDER - RODOVIA AUGUSTO MONTENEGRO - S/N - BELEM - PA;S03417 - LIDER - RODOVIA AUGUSTO MONTENEGRO - S/N - BELEM - PA;5,05467E+12;RODOVIA AUGUSTO MONTENEGRO, S/N;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66833000;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S04065 - LIDER - AVENIDA TAVARES BASTOS - 827 - BELEM - PA;S04065 - LIDER - AVENIDA TAVARES BASTOS - 827 - BELEM - PA;5,05467E+12;AVENIDA TAVARES BASTOS, 827;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66615005;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S04731 - LIDER - AV DUQUE DE CAXIAS - 1101 - BELEM - PA;S04731 - LIDER - AV DUQUE DE CAXIAS - 1101 - BELEM - PA;5,05467E+12;AV DUQUE DE CAXIAS, 1101;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66093029;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S05118 - LIDER - AVENIDA MAXIMINO PORPINO DA SILVA - 2326 - CASTANHAL - PA;S05118 - LIDER - AVENIDA MAXIMINO PORPINO DA SILVA - 2326 - CASTANHAL - PA;5,05467E+12;AVENIDA MAXIMINO PORPINO DA SILVA, 2326;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CASTANHAL;PA;68742758;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S05380 - LIDER - TRAVESSA SAO FRANCISCO - 610 - BELEM - PA;S05380 - LIDER - TRAVESSA SAO FRANCISCO - 610 - BELEM - PA;5,05467E+12;TRAVESSA SAO FRANCISCO, 610;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66023530;CENTRO-OESTE
MANUELA BEZERRA;LIDER;LIDER;S05622 - LIDER - RUA AUGUSTO CORREA - 588 - BELEM - PA;S05622 - LIDER - RUA AUGUSTO CORREA - 588 - BELEM - PA;5,05467E+12;RUA AUGUSTO CORREA, 588;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66073044;CENTRO-OESTE
MANUELA BEZERRA;HIPER DB;HIPER DB;S00602 - SUPERMERCADOSDB - AV. NOEL NUTELS - 1762 - MANAUS - AM;S00602 - SUPERMERCADOSDB - AV. NOEL NUTELS - 1762 - MANAUS - AM;2,29919E+13;AV. NOEL NUTELS, 1762;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;MANAUS;AM;69093770;CENTRO-OESTE
MANUELA BEZERRA;HIPER DB;HIPER DB;S02222 - SUPERMERCADOSDB - NOVA CIDADE SHOPPING -  - MANAUS - AM;S02222 - SUPERMERCADOSDB - NOVA CIDADE SHOPPING -  - MANAUS - AM;2,29919E+13;NOVA CIDADE SHOPPING;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;MANAUS;AM;69093770;CENTRO-OESTE
MANUELA BEZERRA;FRIGELAR;FRIGELAR;S08608 - FRIGELAR - AVENIDA SANTOS DUMONT - 1084 - FORTALEZA - CE;S08608 - FRIGELAR - AVENIDA SANTOS DUMONT - 1084 - FORTALEZA - CE;9,26604E+13;Avenida Santos Dumont, 1084;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;Fortaleza;CE;60150161;NORDESTE
